0.1490, 0.2959
0.1357, 0.4225
0.1267, 0.4787
0.1239, 0.4948
0.1201, 0.5170
0.1090, 0.5777
0.0943, 0.6481
0.0754, 0.7339
0.0610, 0.7904
0.0516, 0.8241
0.0456, 0.8459
0.0399, 0.8649
0.0372, 0.8747
0.0341, 0.8846
0.0323, 0.8906
0.0306, 0.8961
0.0291, 0.9011
0.0282, 0.9043
0.0279, 0.9051
0.0267, 0.9091
0.0262, 0.9108
0.0256, 0.9129
0.0250, 0.9152
0.0247, 0.9158
0.0249, 0.9156
0.0236, 0.9196
0.0243, 0.9172
0.0243, 0.9170
0.0238, 0.9194
0.0233, 0.9211
0.0228, 0.9228
0.0230, 0.9215
0.0228, 0.9228
0.0228, 0.9223
0.0221, 0.9247
0.0223, 0.9243
0.0220, 0.9252
0.0220, 0.9250
0.0214, 0.9272
0.0222, 0.9245
0.0214, 0.9269
0.0213, 0.9274
0.0216, 0.9262
0.0212, 0.9276
0.0216, 0.9261
0.0224, 0.9232
0.0211, 0.9283
0.0211, 0.9285
0.0211, 0.9281
0.0210, 0.9275
0.0212, 0.9284
0.0208, 0.9294
0.0211, 0.9282
0.0209, 0.9290
0.0209, 0.9286
0.0203, 0.9313
0.0204, 0.9305
0.0210, 0.9287
0.0208, 0.9293
0.0204, 0.9303
0.0208, 0.9287
0.0203, 0.9306
0.0203, 0.9308
0.0204, 0.9305
0.0203, 0.9308
0.0202, 0.9314
0.0202, 0.9316
0.0201, 0.9317
0.0203, 0.9306
0.0201, 0.9317
0.0203, 0.9311
0.0199, 0.9321
0.0203, 0.9309
0.0203, 0.9311
0.0203, 0.9310
0.0203, 0.9308
0.0200, 0.9319
0.0206, 0.9302
0.0204, 0.9309
0.0199, 0.9326
0.0205, 0.9302
0.0202, 0.9310
0.0196, 0.9336
0.0206, 0.9305
0.0200, 0.9328
0.0197, 0.9331
0.0200, 0.9317
0.0200, 0.9322
0.0200, 0.9321
0.0202, 0.9313
0.0202, 0.9309
0.0196, 0.9340
0.0200, 0.9322
0.0200, 0.9327
0.0202, 0.9314
0.0195, 0.9335
0.0200, 0.9321
0.0196, 0.9335
0.0195, 0.9341
0.0200, 0.9319
