0.1399, 0.3967
0.1311, 0.4539
0.1272, 0.4810
0.1066, 0.5932
0.0759, 0.7294
0.0585, 0.7976
0.0478, 0.8369
0.0412, 0.8607
0.0372, 0.8736
0.0348, 0.8833
0.0322, 0.8931
0.0300, 0.8998
0.0285, 0.9043
0.0276, 0.9072
0.0265, 0.9120
0.0258, 0.9138
0.0266, 0.9104
0.0251, 0.9164
0.0249, 0.9165
0.0251, 0.9169
0.0240, 0.9199
0.0243, 0.9187
0.0229, 0.9241
0.0238, 0.9204
0.0226, 0.9247
0.0239, 0.9200
0.0223, 0.9261
0.0226, 0.9249
0.0224, 0.9261
0.0219, 0.9275
0.0219, 0.9271
0.0219, 0.9276
0.0219, 0.9277
0.0219, 0.9277
0.0214, 0.9289
0.0216, 0.9281
0.0224, 0.9254
0.0215, 0.9292
0.0216, 0.9282
0.0214, 0.9287
0.0213, 0.9291
0.0209, 0.9308
0.0214, 0.9294
0.0215, 0.9289
0.0213, 0.9293
0.0209, 0.9310
0.0215, 0.9283
0.0220, 0.9271
0.0214, 0.9296
0.0205, 0.9323
0.0213, 0.9293
0.0208, 0.9310
0.0208, 0.9307
0.0206, 0.9320
0.0211, 0.9305
0.0208, 0.9314
0.0207, 0.9311
0.0205, 0.9324
0.0208, 0.9317
0.0206, 0.9316
0.0212, 0.9298
0.0208, 0.9317
0.0207, 0.9319
0.0206, 0.9318
0.0211, 0.9308
0.0208, 0.9314
0.0204, 0.9333
0.0203, 0.9331
0.0203, 0.9336
0.0208, 0.9315
0.0202, 0.9339
0.0205, 0.9328
0.0203, 0.9335
0.0205, 0.9329
0.0203, 0.9337
0.0205, 0.9330
0.0208, 0.9322
0.0205, 0.9328
0.0206, 0.9326
0.0204, 0.9334
0.0207, 0.9323
0.0206, 0.9327
0.0207, 0.9325
0.0206, 0.9327
0.0208, 0.9325
0.0202, 0.9347
0.0204, 0.9334
0.0206, 0.9333
0.0209, 0.9322
0.0205, 0.9333
0.0205, 0.9335
0.0205, 0.9331
0.0208, 0.9324
0.0205, 0.9330
0.0206, 0.9332
0.0208, 0.9334
0.0205, 0.9336
0.0207, 0.9332
0.0208, 0.9330
0.0209, 0.9324
