4046, 277, 4088, 4019
3866, 267, 3888, 4053
3890, 298, 4003, 4016
3917, 344, 3980, 3979
4121, 378, 4034, 4025
3790, 374, 3992, 3988
3956, 391, 3872, 3761
4085, 335, 4035, 3891
4148, 313, 4073, 4028
3947, 256, 3962, 4024
3941, 209, 4102, 3886
3881, 107, 4040, 4049
4044, 114, 4056, 4122
3995, 74, 3952, 3980
3980, 56, 4074, 3889
4131, 16, 4164, 3936
3970, 10, 4040, 3921
3936, 0, 4120, 4018
3980, 0, 3976, 3868
4013, 0, 3929, 4078
4026, 0, 3872, 3890
4006, 0, 4214, 3983
3801, 0, 4026, 3936
3886, 0, 3955, 4107
3890, 0, 3841, 3930
4031, 0, 4076, 4042
4175, 0, 3937, 3940
4022, 0, 3953, 3853
3862, 0, 4095, 3773
4022, 0, 3878, 4081
4087, 0, 3985, 3950
3891, 0, 3959, 3930
4050, 0, 3926, 3937
3942, 0, 3999, 3968
3917, 0, 3899, 4175
4008, 22, 4034, 3913
3988, 18, 3906, 3888
3941, 28, 3941, 3981
3934, 23, 3794, 4174
4048, 36, 4053, 3880
3968, 52, 3835, 4041
3948, 42, 3909, 4008
3931, 47, 4036, 4007
3970, 79, 4178, 3884
3964, 76, 4222, 3917
4053, 47, 3761, 3924
4083, 64, 3832, 3996
4055, 59, 3977, 4068
3973, 92, 4112, 4070
4000, 101, 3993, 3960
3971, 97, 3971, 3890
4014, 158, 3870, 3985
3838, 122, 4088, 3961
4126, 84, 4016, 4086
4062, 154, 4020, 4012
3974, 187, 4015, 3897
4068, 181, 4108, 3974
3957, 180, 3926, 3871
3925, 209, 4050, 3938
3942, 221, 3839, 4005
3887, 277, 4040, 3965
3965, 243, 4182, 3965
3974, 242, 4045, 4222
4003, 333, 3967, 4006
3936, 319, 3989, 3948
4005, 323, 3937, 4035
3790, 409, 4141, 4008
4027, 404, 3979, 4005
3975, 393, 4004, 3977
3837, 440, 4186, 4003
3915, 393, 3920, 3865
3971, 315, 3968, 3892
4066, 374, 4069, 3960
4036, 332, 3994, 4065
3976, 375, 4018, 4125
4065, 381, 3937, 4031
3985, 345, 3883, 3971
3947, 393, 4128, 3959
3946, 401, 3880, 4122
3856, 376, 3919, 3962
4071, 400, 4021, 4136
4184, 410, 4064, 4007
4134, 395, 4088, 3754
3944, 372, 4043, 4042
3987, 369, 3941, 3966
4085, 357, 3865, 3999
3991, 378, 3932, 3982
3975, 435, 3888, 4044
3980, 341, 3891, 4110
3909, 315, 4142, 3836
3934, 336, 4111, 3929
4127, 309, 4040, 3996
3949, 375, 3823, 4080
4069, 378, 3922, 3959
4046, 314, 4025, 3933
4025, 276, 4136, 3994
3982, 276, 3991, 3862
